x, y
5.7037545744868253e-11, 1.045403010820446e-16
6.582905784169767e-11, 1.5838881802700456e-10
1.0743069978730812e-10, 1.5491113810120778e-10
1.13025826452857e-9, 1.045403010820446e-16
