x, y
0.7696492223301616, 0.000011397120285294343
1.025423879408397, 0.000010576470704452261
1.3661991748364297, 0.00001228144571352969
1.826763152870828, 0.000009999999999999999
2.433844541940636, 0.000011186173256213691
3.2426750260563675, 0.000010380712914991949
4.320301129925715, 0.000005500030673677941
5.776732308742174, 0.000005709423944710035
7.696492223301615, 0.0000036464152635907105
10.254238794083971, 0.000005709423944710035
13.6619917483643, 0.000004478325110877546
18.202230539048795, 0.000002969043994204753
